id,username,location,text,sentiment
41,"Jóhanna Jakobsdóttir, PhD",Iceland,RT aetiology No one should die of a vaccinepreventable disease but unfortunately its all too predictable that those who were vocally a,-0.7311
42,"If they are all Fredo, we are all Frodo",,RT NTarnopolsky Sheba Hospital reports that 1 week after 150 healthy personnel received the 4th vaccine antibodies multiplied fivefold x,0.4019
43,yana ✨ #LetLeniLead2022,lg's,sinovac the best vaccine is the available vaccine omicron httpstcoE69biwXNhW,0.6369
44,@meadchurch7,,RT GBNEWS  Novak Djokovic World number one to compete at Australian Open after Covid vaccine exceptionhttpstco7vUZ0PAsuK,0.0772
45,(((Matt Boxer)))🇺🇸🥁,"Pleasanton, CA",Thats a ridiculous allegation Tom It isnt just the radical GOP base thats lost it with most restrictions Man httpstcoRhHczULM0K,-0.5859
46,imwhorevenus,"Chicago, IL",RT cr0issantitties Okay a few years ago majority of yall were smoking fake carts but wont get the vaccine ,-0.6956
47,Classic Film Fiend 🎥,"Chicago, IL",RT ChicagoBACP Join BACP TODAY at 2PM for an informational webinar about the Chicago Vaccine Requirement Register httpstcoKnMX3Ui60,0.296
48,Humanity,Here & where my mind takes me.,RT HolyLawler Vaxart ORAL PILL  vaccine amp booster Provides a ROBUST IgA Immune response Which provides protection in all MUCOSA lo,0.6523
49,Robert #GetVaccinated #TrikaftaNow,Canada ,I just looked at my cell phone and was informed that the booster vaccine I got is in fact working How do I know th httpstcoDKidPI7SkL,0.0
0,Brian Fitzpatrick☘️🇮🇪,"Carlow, Ireland🇮🇪",RT MichealMartinTD Our booster vaccine rollout will be open to all groups aged 16 and above from this SundayYou can book a Vaccine Cen,0.0
1,Jeff Bowen,"Castor, Alberta",RT StockwellDay Please take a moment to look at this independent polling  which shows a majority of Canadians support vaccines but not t,0.3612
2,RonnyB,Queensland Australia,RT SwannyQLD Liberals are always trying new ways to destroy MedicareUnder Morrisons Medicare if you cant pay youre on your own Str,-0.5994
3,EMaxx,"Florida, But VA. Raised",RT WashTimes Joe Rogan podcast comparing COVID19 vaccine hype to Nazis is entered into Congressional Record httpstco0dz1IrcBxc,0.0
4,Kline School of Law,"Philadelphia, PA",RT RobertIField vaxmandates legal uncertainty puts employers in an incredibly difficult spot My thoughts in interview on MarketWatch,-0.5709
5,Delhi Covid Vaccine Bot,"New Delhi, India",East Delhi has at least 9881 new slots available between 040122 amp 110122CovishieldDose1 184534990Do httpstcoVRbshn5Xc4,0.0
6,♫,,I have a habit of sleeping on my left and i also took the vaccine on my left arm now i cant sleep peacefully,-0.4168
7,Brian,,RT rogergilpin If niexecutive admitted their decision on masks and vaccine passports wasnt based on sound scientific evidence and have,0.1027
8,Hopefully helping 😷🔸🌹#MoreForNHS💙 #FBPE🇪🇺,Cornwall 〓〓 + Portugal 🇵🇹,RT paulastell roseydoe ParisDaguerre fascinatorfun On r4today she just trotted out the vaccine lines shed been given and didnt kno,0.0
9,Lincoln University - College of Agricuture (CAEHS),"Jefferson City, MO",CDC updated its recommendations for use of PfizerBioNTechs COVID19 vaccine 1 People who got a PfizerBioNT httpstcobCyEolKCgR,0.0
10,Nepal News English,"Kathmandu, Nepal",TKP Authorities planned to jab 500000 people a day But they are strugglingPeople are not showing up for jabs httpstco6NgXJO6grI,-0.5719
11,James. AL.🇺🇸,"Alabama, USA🇺🇸🍷",RT RepVernonJones Fear works not the vaccine This shows you how big Pharma made out like a bandit,-0.1779
12,Henry M. Rosenberg,,Natural immunity is not the answer Omicron largely evades immunity from past infection or two vaccine doses It is httpstcoK5U7aK4m3d,0.3612
13,The Stark Naked Brief.,"England, United Kingdom",NEW  Professor Sir Andrew Pollard the head of Britains vaccine body has said 4th jabs should not be offered unt httpstco8yJp0ApjFE,0.0
14,Vagabundo,The Kremlin,So what exactly is the science behind the Australian governments and much of Europes refusal to recognise the S httpstcodEcQZefb8o,0.0
15,dwight thompson 🌵🏎🎸⚖️🐬🌊☮️,,RT chadloder The Deputy District Attorney of Orange County CA Kelly Ernby who vocally protested against vaccine mandates and COVID loc,-0.128
16,Enterprise Hub,United Kingdom,Making Bill Gates smile with SMILE HubMember Kitty Liao CEO and founder of ideabatic exhibited her smart vacci httpstcoJsJo66o4Gt,0.8143
17,AntiAgify - Science will set you free,Freiburg im Breisgau,RT Covid19Crusher The more vaccine shots in the armsthe more new Covid casesThat is what the data per state currently shows in,0.0
18,Bill chappuie,,GOP So many moving parts Biggest is the refusal of vaccine by large number of political opposing persons Repub httpstcoOhnwbmbdOJ,0.0772
19,psm,"Lakes by the Bay, FL",RT UncvrngTheTruth Antivaxxer freedomloving Kelly Ernby an Orange County GOP DA who ran for state Assembly has died from Covid Kel,-0.5574
20,Nigel,Ireland.. tyrone,RT lewisgoodall Talk of 4th round of boosters but really important to remember many countries have barely begun with two doses More tha,0.3898
21,Michele C.,,SandraD31423906 Kristamich1 drmwarner If there was a free vaccine for cancer this would be a good comparison,0.2023
22,"Jane,not a lab rat 🙏",Green Hills Of England,RT Arwenstar Take THAT cultistsSee this people Never back down  NEVER httpstcoBc6Ws8eN0I,0.0
23,Montgomery J. Granger,"Long Island, NY",RT NYVets4Trump Navy SEALs Win Major Legal Victory Against Vaccine Mandate Injunction Issued httpstcotQXbXZLzlT,0.6801
24,Graham 2.0,"London, England",Ivanabreakfree The vaccine,0.0
25,RandeeM,"Detroit, MI",RT mmamuse Israel  on vaccine number 4 with high death rates for covid Palestine  vaccine 0 with very low rate of deaths of covid,-0.7178
26,Cumali Gündüz,,RT valnevaSE DYK that in 2021 COVID19 vaccine outputs were estimated at over 12 billion doses amp are expected to hit 24 billion by mid2,0.0
27,"Paul Lawton - PPC Candidate, Peterborough-Kawartha",,If you have been on board with lockdowns and vaccine coercion up until now but have changed your mind and now are httpstcohpwGGPUYRx,0.0
28,Claire Phillips,,RT TheRealNews The proteinbased vaccine Corbevax has been nicknamed The Worlds Covid19 Vaccine because it is not patented meaning t,0.0
29,Annie Mc Cartney,Ireland,RT realTuckFrumper This Orange County Republican who campaigned against vaccine mandates just died of COVID19 httpstcobP8kt3pHg3,-0.5574
30,DJFedTTV,,ABC7 We are short on tests due to the vaccine mandate Every large company is stocking up for their employees who will need to test weekly,0.0
31,goldensands,,shawnaburley You people act like youre cutting off your hands Its just a fucking vaccine We all were forced t httpstcoMOb75l0vvp,-0.25
32,Negan's Henchman,,fordnation Is my vaccine passports obsolete starting tomorrow,-0.296
33,miss eddie,America,RT WhitlockJason I used to think sports made men more courageous and now I look at it say it makes them cowards Im not a fan of the w,0.408
34,Charles C. Mann,Seized Nipmuc land,Indian media has reported that the price per dose may be as low as 250  which would make new patentfree C httpstconsGP6UE83k,-0.2732
35,🇬🇧dawn 🇺🇸,"England, United Kingdom",RT Pauline51734996 The only UK newspaper  Cheltenham to have a full page showing the vaccine deaths Please share to make viral https,0.5848
36,🇺🇸 American 🇺🇸 Ben,E. Oregon (Texan first) ,RT RepThomasMassie Everyone knows the vaccine is not 100 safe and it is not 100 effectiveAfter we admit those facts we can have a r,-0.4871
37,Adithya Ramachandran,,NidalAllis Nope The premise is silly because its impossible to eradicate a virus with animal reservoirs The hu httpstco0iLH1tNTC3,0.0258
38,"Tuella Sykes, Esq., LL.M.",,Read This California Deputy DA Who Fought Vaccine Mandate Dies Abruptly After Falling Ill With COVID at Age 46 httpstconmo9jWYeXj,-0.6908
39,JustBeA🙃DecentHumanBeing,"Texas, USA",RT DrTomFrieden Its rare for ANY vaccine to completely protect against infection or to eliminate transmission But Covid vaccines and bo,0.2374
40,Linda Berrier,,RT RepTenney The Supreme Court should strike down Bidens authoritarian vaccine mandate Its the last best hope to preserve health freed,0.8807
41,"Jóhanna Jakobsdóttir, PhD",Iceland,RT aetiology No one should die of a vaccinepreventable disease but unfortunately its all too predictable that those who were vocally a,-0.7311
42,"If they are all Fredo, we are all Frodo",,RT NTarnopolsky Sheba Hospital reports that 1 week after 150 healthy personnel received the 4th vaccine antibodies multiplied fivefold x,0.4019
43,yana ✨ #LetLeniLead2022,lg's,sinovac the best vaccine is the available vaccine omicron httpstcoE69biwXNhW,0.6369
44,@meadchurch7,,RT GBNEWS  Novak Djokovic World number one to compete at Australian Open after Covid vaccine exceptionhttpstco7vUZ0PAsuK,0.0772
45,(((Matt Boxer)))🇺🇸🥁,"Pleasanton, CA",Thats a ridiculous allegation Tom It isnt just the radical GOP base thats lost it with most restrictions Man httpstcoRhHczULM0K,-0.5859
46,imwhorevenus,"Chicago, IL",RT cr0issantitties Okay a few years ago majority of yall were smoking fake carts but wont get the vaccine ,-0.6956
47,Classic Film Fiend 🎥,"Chicago, IL",RT ChicagoBACP Join BACP TODAY at 2PM for an informational webinar about the Chicago Vaccine Requirement Register httpstcoKnMX3Ui60,0.296
48,Humanity,Here & where my mind takes me.,RT HolyLawler Vaxart ORAL PILL  vaccine amp booster Provides a ROBUST IgA Immune response Which provides protection in all MUCOSA lo,0.6523
49,Robert #GetVaccinated #TrikaftaNow,Canada ,I just looked at my cell phone and was informed that the booster vaccine I got is in fact working How do I know th httpstcoDKidPI7SkL,0.0
0,smythe,,RT JTAFire TVPCC Dear Sir What measures are you taking to prevent covid vaccine injuries You are no doubt aware of crime no 60296792,-0.224
1,Local 983,NYC,COVID19 Vaccine Mandate HotlineTerms of Agreement httpstcoVBDTIe8OZgThe DC 37 vaccine mandate hotline at httpstcoJczHx6dZB5,0.4939
2,shreela,,Novak Djokovic heads for Australian Open with vaccine exemption  News  DW  04012022 httpstcon7ycdxbR9z,0.0
3,Doq — Bastard (Affectionate),,RT RVAwonk Orange County Deputy District Attorney Kelly Ernby a leader within the local Republican Party has died suddenly a week afte,-0.2263
4,Craig Steele. Slayer of Satan.,North Hollywood. LA. CA.,RT SwannyQLD Liberals are always trying new ways to destroy MedicareUnder Morrisons Medicare if you cant pay youre on your own Str,-0.5994
5,"Same Day, Same Palmer🇺🇸","Connecticut, USA",RT DoctorHenryCT Natural immunity is not the answer Omicron largely evades immunity from past infection or two vaccine doses It is bett,0.3612
6,Dave,"London, England",RT battleaxeBrit1 You think you that you have been vaccinated  you havent because it is not a vaccine,0.0
7,true lies 🇨🇦Desperado,Communist Canadistan,RT ComradeVero So youve got a vaccine passport but you cant go anywhere with itAh the irony Perhaps you should stop calling i,-0.4767
8,Candace Owens' Edges n Ends,"St Louis, MO",SamanthaWenrich SharonVOConnell SecDef Fox promotes ignorance and disinformation Which leads to military person httpstcoC2CYaikEWA,-0.0258
9,Office of Head Start,"Washington, DC",The COVID19 pandemic has created several challenges for Head Start teachers and staff Watch program leaders share httpstcooQTNRlmi9C,0.3182
10,Diaz-Luna ☮️,Planetary Citizen,RT JGaffneyUSN The Navy  Men and Women crammed into a very small vessels for months at a timeIt is like a floating Petri Dish on ster,0.3612
11,Camille,,RT JRubinBlogger redstate governors are allowing antivaxxers to leave their jobs and collect unemployment Sloth Dependency Biden sho,-0.5696
12,Vin,,RT CNBCTV18News CORONAVIRUS  Want to allay all concerns on Covaxins relabelling the vaccines shelf life increased to 12 months bas,0.34
13,rick o'shea,,RT ChanceyTaylor Being against the vaccine isnt the flex you think it is,0.0
14,TwoWheelUnion,Alberta,h3h3productions Bro at this point just get an IV drip of the Pfizer brand vaccine so we can all go back to normal,0.0
15,TIME,"Kathmandu, Nepal",Despite all the hype about vaccines saving lives in the USA it is remarkable deaths have held steady pre and post httpstcosdERyqqPrv,0.5574
16,LopiLoTi,Shoshone-Bannock Territory,denisedewald CDCgov POTUS I have a friend who lives part time in Japan and Idaho The cultural differences are httpstcozx4JeInORT,0.4939
17,UPSers,"Atlanta, GA",Problem How to ship138 million vaccine doses across Indonesias 17000 islands while keeping them at just the rig httpstcovyU7XxqaGC,-0.4019
18,DrugPatentWatch,"Washington, DC",STAT Pharmalittle Pharma raises median drug prices by 49 so far Covid forces some lawmakers to ponder pharma httpstcoXn59HkOuU7,0.0
19,Ticktock is Vax-Free 😤,,RT Pauline51734996 The only UK newspaper  Cheltenham to have a full page showing the vaccine deaths Please share to make viral https,0.5848
20,cody,,ChristianIC1101 BlackCatsRule7 kchernecky bennyjohnson So yes goal post moved because you know that no one will httpstco5wrlIQPWOO,0.3163
21,John in NP,,Sorry pal but a vaccine should work regardless of whether there are unvaccinated I guess you follow the lousy scie httpstcoa2uOctoXoj,-0.7096
22,Bonnie Santantonio,"New York, USA",RT BuckSexton The vaccine passport system in NYC is 4 months old and it abjectly failed to stop or even lessen the spreadSo of cours,-0.6705
23,Lois Wilson,,RT RVAwonk Orange County Deputy District Attorney Kelly Ernby a leader within the local Republican Party has died suddenly a week afte,-0.2263
24,Rich Meyer,"Portland, Oregon",laloalcaraz Not a smart woman  simple vaccine could have saved her ,0.1386
25,FOX 35 Orlando,"Orlando, Florida",NEW Federal health experts have shortened the governments recommended wait period for receiving a booster shot fo httpstcoX5eYtJ8qsI,0.2023
26,Valdivia,,RT NTarnopolsky Sheba Hospital reports that 1 week after 150 healthy personnel received the 4th vaccine antibodies multiplied fivefold x,0.4019
27,Thakur Jitesh Singh ,"Hyderabad, India",RT pratyasharath One of the ugliest forms of political posturing is this bias against Covaxin It is good for so many but not for you and,-0.1779
28,Joel Thompson,"Lombard, IL",RT realTuckFrumper This Orange County Republican who campaigned against vaccine mandates just died of COVID19 httpstcobP8kt3pHg3,-0.5574
